label,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
-1,1.0,1.0,10.0,10.0,10.0,9.0,7.0,4.0,280.31585,28.260464,14.662112,0.400073,0.004135,0.0,0.0,0.0,0.489539,0.128189,1.0
1,1.0,1.0,56.0,55.0,46.0,41.0,37.0,28.0,6.960789,2.747318,1.544124,0.631409,0.201806,0.160528,0.133009,0.11772,0.522871,0.102432,1.0
1,1.0,1.0,31.0,30.0,25.0,23.0,20.0,14.0,88.279053,23.23815,9.044373,2.828181,1.15802,0.827305,0.628254,0.291319,0.557454,0.089158,0.0
-1,1.0,1.0,15.0,15.0,14.0,14.0,11.0,9.0,120.037514,55.14125,9.176269,1.020974,0.007691,0.004807,0.004807,0.003845,0.514624,0.085562,0.0
1,1.0,1.0,26.0,26.0,25.0,22.0,19.0,16.0,7.578417,1.916966,0.180438,0.003084,0.0,0.0,0.0,0.0,0.491208,0.148052,0.0
-1,1.0,1.0,16.0,16.0,16.0,14.0,14.0,8.0,64.346183,30.212924,7.387172,0.801629,0.0,0.0,0.0,0.0,0.497534,0.107435,0.0
-1,0.0,1.0,14.0,13.0,13.0,9.0,6.0,5.0,0.349274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.567809,0.175413,1.0
1,1.0,1.0,14.0,14.0,12.0,10.0,8.0,7.0,16.424917,2.911437,2.286834,1.510384,1.00726,0.473766,0.109331,0.034419,0.480712,0.08706,0.0
-1,1.0,1.0,20.0,20.0,20.0,19.0,17.0,9.0,123.622304,34.630302,17.127238,3.043477,0.276494,0.070659,0.017409,0.013313,0.554011,0.121862,0.0
-1,1.0,1.0,15.0,15.0,14.0,13.0,10.0,7.0,71.522807,12.877578,3.805837,0.43874,0.019522,0.001027,0.0,0.0,0.53078,0.114052,0.0
1,1.0,0.0,14.0,14.0,13.0,13.0,13.0,8.0,25.537754,13.654016,0.181173,0.0,0.0,0.0,0.0,0.0,0.534954,0.135112,1.0
1,1.0,1.0,141.0,130.0,110.0,84.0,62.0,34.0,88.463524,44.140608,20.072978,8.0165,4.467041,2.521083,1.708253,0.75139,0.524378,0.096694,0.0
-1,0.0,1.0,30.0,30.0,30.0,25.0,24.0,14.0,1.259315,0.003098,0.001549,0.0,0.0,0.0,0.0,0.0,0.539694,0.123918,0.0
1,1.0,1.0,47.0,45.0,44.0,41.0,37.0,26.0,18.311719,10.214183,0.807893,0.010855,0.0,0.0,0.0,0.0,0.526183,0.108546,0.0
-1,1.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,75.028331,17.001897,3.342154,0.087723,0.003856,0.003856,0.002892,0.001928,0.484612,0.115679,0.0
-1,1.0,1.0,17.0,17.0,17.0,17.0,17.0,10.0,22.690652,6.918374,1.165543,0.062406,0.013441,0.005761,0.005761,0.0048,0.499478,0.097929,0.0
1,1.0,1.0,48.0,44.0,43.0,40.0,38.0,27.0,61.603345,29.291081,6.174123,0.747636,0.044429,0.001532,0.0,0.0,0.487047,0.136352,0.0
1,1.0,1.0,18.0,18.0,17.0,16.0,14.0,12.0,175.012818,39.995108,18.744941,2.08117,0.15336,0.002059,0.002059,0.002059,0.494051,0.093663,0.0
1,1.0,1.0,56.0,55.0,54.0,47.0,41.0,33.0,29.159588,16.327624,1.874695,0.132522,0.006464,0.0,0.0,0.0,0.578482,0.11636,0.0
-1,1.0,0.0,31.0,31.0,29.0,25.0,19.0,15.0,67.365808,43.719701,17.651705,1.124267,0.13179,0.0,0.0,0.0,0.475172,0.100363,1.0
-1,1.0,1.0,26.0,25.0,24.0,23.0,19.0,10.0,61.058821,23.548738,14.693934,0.684534,0.043151,0.007846,0.003923,0.003923,0.578574,0.077476,0.0
-1,1.0,1.0,46.0,45.0,44.0,43.0,39.0,33.0,32.786563,13.39777,4.921913,1.06911,0.016946,0.004622,0.001541,0.001541,0.516648,0.110916,0.0
1,1.0,1.0,89.0,83.0,77.0,70.0,60.0,43.0,29.528231,7.133284,2.560119,1.022524,0.676603,0.440401,0.385542,0.33373,0.493949,0.109719,0.0
-1,1.0,0.0,45.0,45.0,44.0,42.0,39.0,30.0,27.641907,13.261715,1.93981,0.073143,0.0,0.0,0.0,0.0,0.511283,0.103619,0.0
-1,1.0,1.0,65.0,65.0,64.0,64.0,63.0,59.0,20.180284,1.018426,0.447271,0.020916,0.0,0.0,0.0,0.0,0.503109,0.090098,0.0
1,1.0,1.0,65.0,64.0,63.0,60.0,55.0,40.0,52.339677,26.400184,5.894087,0.673435,0.016836,0.001531,0.0,0.0,0.536685,0.099485,0.0
-1,1.0,1.0,42.0,42.0,41.0,40.0,39.0,32.0,14.580941,5.638233,0.736568,0.004652,0.0,0.0,0.0,0.0,0.496263,0.105445,0.0
1,1.0,1.0,41.0,41.0,41.0,39.0,34.0,23.0,8.258509,2.458605,0.0,0.0,0.0,0.0,0.0,0.0,0.538324,0.103212,0.0
1,1.0,1.0,53.0,51.0,50.0,47.0,46.0,38.0,25.338479,13.69606,0.568748,0.013834,0.004611,0.0,0.0,0.0,0.513695,0.086081,0.0
-1,1.0,1.0,9.0,9.0,9.0,8.0,8.0,5.0,79.111789,21.005374,7.55667,0.661015,0.009678,0.007742,0.003871,0.001936,0.485949,0.103556,1.0
-1,1.0,0.0,31.0,31.0,31.0,30.0,29.0,19.0,14.395974,5.955691,0.111478,0.0,0.0,0.0,0.0,0.0,0.529554,0.126749,0.0
1,1.0,1.0,50.0,43.0,41.0,34.0,29.0,22.0,58.221655,27.743226,12.42329,4.051579,2.008714,0.833601,0.0,0.0,0.543169,0.099349,0.0
-1,1.0,1.0,21.0,20.0,17.0,16.0,12.0,8.0,34.886057,12.231702,3.723976,0.748256,0.135399,0.061082,0.0,0.0,0.555413,0.097731,1.0
1,1.0,1.0,27.0,26.0,25.0,22.0,16.0,14.0,75.744359,21.878147,5.127609,0.747557,0.067385,0.023164,0.014741,0.00737,0.557738,0.114766,1.0
-1,1.0,1.0,29.0,29.0,29.0,24.0,22.0,16.0,12.990835,7.696095,0.252204,0.0,0.0,0.0,0.0,0.0,0.532484,0.099025,0.0
1,1.0,1.0,89.0,82.0,76.0,72.0,56.0,37.0,54.290978,24.805279,15.273359,6.152664,2.523848,0.877382,0.14283,0.059643,0.511842,0.113008,0.0
1,1.0,1.0,100.0,89.0,81.0,71.0,62.0,49.0,15.296399,7.512279,3.999727,2.96887,2.45115,0.922427,0.042761,0.015272,0.5299,0.111485,0.0
1,1.0,1.0,23.0,23.0,22.0,20.0,17.0,14.0,7.982307,3.447823,0.0,0.0,0.0,0.0,0.0,0.0,0.562744,0.116428,0.0
-1,1.0,1.0,48.0,48.0,48.0,48.0,41.0,30.0,34.032933,13.431057,6.029475,1.52491,0.328994,0.0,0.0,0.0,0.539868,0.106026,0.0
-1,1.0,1.0,52.0,52.0,52.0,48.0,47.0,34.0,18.448076,8.400367,0.617561,0.020071,0.0,0.0,0.0,0.0,0.510618,0.088002,0.0
1,1.0,1.0,46.0,44.0,44.0,41.0,38.0,28.0,143.889246,59.615396,24.835485,6.031329,1.200331,0.461508,0.248662,0.194427,0.530957,0.103353,1.0
1,1.0,1.0,5.0,5.0,5.0,4.0,4.0,3.0,248.681883,24.802816,13.222882,0.484954,0.052867,0.0,0.0,0.0,0.534862,0.110818,1.0
1,1.0,1.0,16.0,13.0,12.0,9.0,5.0,5.0,27.037522,13.832963,0.489207,0.021182,0.003026,0.0,0.0,0.0,0.51248,0.084729,0.0
1,1.0,1.0,25.0,22.0,21.0,20.0,16.0,9.0,43.875057,21.741948,3.630129,0.585285,0.047561,0.016501,0.0,0.0,0.551028,0.099004,1.0
-1,1.0,1.0,10.0,9.0,9.0,9.0,9.0,6.0,75.361889,16.558719,2.394725,0.081551,0.003838,0.003838,0.003838,0.001919,0.536065,0.110334,1.0
1,1.0,1.0,22.0,16.0,13.0,11.0,9.0,7.0,78.342678,17.815759,3.954982,0.684634,0.1355,0.03362,0.019357,0.015282,0.490538,0.102899,1.0
1,1.0,1.0,100.0,81.0,60.0,45.0,32.0,18.0,71.199165,24.959258,4.367509,0.859064,0.109317,0.024751,0.012375,0.010313,0.520584,0.102098,1.0
1,1.0,0.0,56.0,52.0,47.0,39.0,31.0,20.0,19.306216,7.864365,1.977152,0.335628,0.054921,0.01373,0.001526,0.0,0.556149,0.102214,0.0
1,1.0,1.0,26.0,26.0,25.0,24.0,22.0,17.0,2.411393,0.027196,0.0,0.0,0.0,0.0,0.0,0.0,0.504559,0.098208,0.0
-1,1.0,1.0,24.0,24.0,24.0,24.0,23.0,14.0,53.477413,13.113306,3.147481,0.286321,0.036945,0.005131,0.0,0.0,0.535365,0.10365,1.0
-1,1.0,1.0,46.0,46.0,46.0,45.0,44.0,35.0,55.183468,26.45559,11.233574,5.22241,1.247833,0.34508,0.024649,0.010784,0.492494,0.112459,0.0
1,1.0,1.0,12.0,11.0,11.0,10.0,10.0,7.0,13.082938,4.992341,0.178613,0.009814,0.003926,0.003926,0.003926,0.003926,0.513403,0.105009,0.0
-1,1.0,1.0,22.0,22.0,20.0,19.0,16.0,13.0,7.666737,2.188929,0.161388,0.0,0.0,0.0,0.0,0.0,0.528319,0.159822,0.0
1,1.0,1.0,9.0,7.0,7.0,7.0,6.0,5.0,116.423002,37.52263,12.296202,1.859262,0.51884,0.297645,0.142706,0.003058,0.567837,0.085624,0.0
1,1.0,1.0,105.0,95.0,81.0,66.0,46.0,32.0,123.053484,70.57101,37.409891,19.937253,14.786668,6.114911,2.34574,1.002243,0.524461,0.134247,1.0
1,1.0,1.0,20.0,19.0,19.0,17.0,16.0,11.0,10.727111,4.553021,0.095082,0.0,0.0,0.0,0.0,0.0,0.530975,0.129374,1.0
1,1.0,1.0,39.0,36.0,29.0,23.0,13.0,7.0,40.525739,12.604947,4.740919,1.07757,0.563518,0.32686,0.239568,0.174584,0.485972,0.10669,1.0
-1,1.0,1.0,43.0,42.0,42.0,39.0,37.0,27.0,39.211044,18.275524,3.939161,0.584198,0.018209,0.009104,0.00607,0.004552,0.47098,0.121392,0.0
-1,1.0,1.0,43.0,42.0,40.0,39.0,37.0,30.0,50.599604,34.195499,14.05579,1.45704,0.201506,0.0,0.0,0.0,0.541021,0.111603,0.0
-1,1.0,1.0,50.0,50.0,49.0,49.0,48.0,39.0,20.601354,11.965448,1.695515,0.016909,0.0,0.0,0.0,0.0,0.537795,0.127586,0.0
1,1.0,1.0,19.0,18.0,12.0,10.0,10.0,7.0,142.255388,22.516716,10.064476,1.830277,0.457057,0.218281,0.143471,0.106578,0.555026,0.111702,1.0
1,1.0,1.0,48.0,44.0,41.0,37.0,32.0,28.0,9.67831,3.893714,0.006134,0.0,0.0,0.0,0.0,0.0,0.50983,0.102749,1.0
1,1.0,1.0,21.0,20.0,20.0,19.0,15.0,12.0,77.682623,46.599175,13.868592,1.32062,0.061352,0.0,0.0,0.0,0.520033,0.128942,1.0
1,1.0,1.0,76.0,72.0,71.0,70.0,69.0,63.0,16.588252,7.145854,3.803847,0.909444,0.197705,0.049031,0.007908,0.0,0.550922,0.094898,0.0
-1,1.0,1.0,65.0,65.0,64.0,63.0,59.0,47.0,40.636744,20.051227,1.139204,0.059877,0.0,0.0,0.0,0.0,0.541392,0.09519,0.0
1,1.0,0.0,25.0,25.0,20.0,17.0,14.0,8.0,124.658601,37.333584,13.411461,1.371045,0.0,0.0,0.0,0.0,0.52483,0.131063,0.0
1,1.0,1.0,19.0,19.0,18.0,16.0,14.0,8.0,67.000639,13.783533,5.318499,1.299765,0.185681,0.025092,0.0,0.0,0.554494,0.101372,1.0
1,1.0,1.0,58.0,56.0,51.0,44.0,35.0,30.0,3.557701,1.684824,0.539694,0.298131,0.151359,0.0,0.0,0.0,0.523933,0.087146,1.0
1,1.0,1.0,56.0,56.0,55.0,53.0,49.0,31.0,35.972075,15.6309,5.926638,1.727362,0.36679,0.0,0.0,0.0,0.504158,0.089346,0.0
1,1.0,1.0,77.0,74.0,72.0,67.0,56.0,41.0,83.772137,38.064103,13.085026,2.221689,0.050279,0.001571,0.0,0.0,0.523955,0.102129,0.0
1,1.0,1.0,72.0,68.0,67.0,62.0,54.0,38.0,25.33878,10.490842,3.395,0.321211,0.061476,0.001537,0.0,0.0,0.490344,0.115267,0.0
1,1.0,1.0,8.0,7.0,7.0,6.0,4.0,4.0,92.535168,12.757757,4.485543,0.720486,0.028819,0.004117,0.0,0.0,0.51542,0.091605,1.0
-1,1.0,1.0,51.0,51.0,50.0,46.0,42.0,32.0,23.231395,12.033773,4.70161,2.03551,0.248836,0.100462,0.0,0.0,0.558956,0.103553,0.0
-1,1.0,1.0,8.0,8.0,8.0,7.0,6.0,3.0,41.501949,6.560523,1.268052,0.13998,0.010293,0.0,0.0,0.0,0.569435,0.096751,0.0
1,1.0,1.0,8.0,8.0,6.0,5.0,4.0,3.0,5.195164,1.477782,0.079204,0.0,0.0,0.0,0.0,0.0,0.539724,0.110469,0.0
1,1.0,1.0,13.0,12.0,11.0,9.0,5.0,4.0,147.830416,39.516965,15.784663,1.349072,0.026878,0.0,0.0,0.0,0.534103,0.135424,0.0
-1,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,145.210992,74.20834,35.536604,4.212897,0.182014,0.025564,0.00409,0.00409,0.524631,0.106345,1.0
-1,1.0,1.0,53.0,53.0,50.0,43.0,41.0,30.0,44.194037,27.205386,4.637493,1.260828,0.178127,0.004647,0.0,0.0,0.534237,0.13011,0.0
1,1.0,1.0,77.0,71.0,69.0,61.0,39.0,25.0,159.904908,94.032005,42.230588,16.562221,8.562842,5.137705,2.191362,1.327518,0.530547,0.127006,1.0
1,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,86.59211,8.963588,2.090261,0.24433,0.003106,0.002071,0.0,0.0,0.546505,0.102494,1.0
1,1.0,1.0,56.0,55.0,54.0,51.0,46.0,31.0,41.15413,19.139912,8.664596,0.819687,0.004631,0.0,0.0,0.0,0.487138,0.120406,0.0
1,1.0,1.0,21.0,20.0,16.0,13.0,11.0,6.0,162.739596,29.935661,14.611971,2.293433,0.174826,0.025862,0.001034,0.0,0.497276,0.130344,1.0
1,1.0,1.0,55.0,52.0,43.0,33.0,25.0,13.0,158.085764,32.598113,15.401358,2.554669,0.079543,0.006198,0.006198,0.004132,0.506789,0.147722,1.0
-1,1.0,1.0,17.0,17.0,17.0,17.0,14.0,11.0,97.709759,45.024782,11.536633,0.603872,0.003822,0.003822,0.003822,0.001911,0.490026,0.114659,1.0
1,1.0,1.0,66.0,65.0,65.0,64.0,63.0,53.0,11.103445,4.009015,0.397164,0.129273,0.076318,0.052955,0.035823,0.01869,0.543196,0.096565,0.0
1,1.0,1.0,49.0,49.0,48.0,47.0,41.0,31.0,23.697108,9.319017,3.205968,0.3508,0.003146,0.0,0.0,0.0,0.580233,0.094386,0.0
1,1.0,1.0,22.0,20.0,18.0,15.0,12.0,9.0,122.648415,78.995768,43.289073,2.526427,0.049578,0.00723,0.0,0.0,0.506159,0.122913,1.0
-1,1.0,1.0,41.0,41.0,41.0,41.0,38.0,34.0,48.451335,28.869607,12.934323,2.700556,0.291161,0.0,0.0,0.0,0.482603,0.123243,0.0
1,1.0,1.0,59.0,58.0,56.0,56.0,54.0,44.0,25.765382,8.620228,1.097511,0.099913,0.081468,0.041503,0.03228,0.03228,0.484986,0.136805,0.0
1,1.0,1.0,31.0,31.0,29.0,28.0,25.0,15.0,45.711634,21.604391,3.893095,0.575022,0.023916,0.00104,0.0,0.0,0.488219,0.110221,0.0
1,1.0,1.0,21.0,20.0,17.0,17.0,14.0,8.0,8.374425,0.65219,0.33043,0.174367,0.012524,0.00289,0.00289,0.00289,0.492307,0.083812,0.0
-1,1.0,1.0,41.0,41.0,40.0,40.0,39.0,33.0,42.680788,28.255811,11.41713,1.262553,0.052606,0.0,0.0,0.0,0.535716,0.100571,0.0
1,1.0,1.0,37.0,35.0,34.0,30.0,28.0,22.0,20.993883,11.376063,0.981876,0.025879,0.0,0.0,0.0,0.0,0.520133,0.123305,0.0
1,1.0,1.0,30.0,29.0,23.0,19.0,14.0,7.0,180.58726,25.138462,10.724709,0.523459,0.0,0.0,0.0,0.0,0.537236,0.109657,0.0
1,1.0,1.0,28.0,28.0,25.0,22.0,21.0,15.0,90.47914,55.790363,24.653349,3.508139,0.636091,0.221161,0.004058,0.0,0.522802,0.140001,1.0
1,1.0,1.0,8.0,7.0,6.0,6.0,4.0,3.0,65.152426,15.387575,4.385993,0.410742,0.037617,0.001017,0.0,0.0,0.487232,0.123019,0.0
1,1.0,1.0,33.0,33.0,32.0,30.0,26.0,17.0,3.889365,0.928398,0.073505,0.0,0.0,0.0,0.0,0.0,0.508808,0.111855,0.0
1,1.0,1.0,24.0,24.0,20.0,18.0,18.0,17.0,24.694044,5.27285,1.311188,0.095217,0.0,0.0,0.0,0.0,0.533387,0.138924,0.0
1,1.0,1.0,55.0,45.0,39.0,35.0,24.0,15.0,195.949062,89.820474,36.524606,4.892434,0.470367,0.182577,0.132033,0.104182,0.537545,0.091804,0.0
-1,1.0,0.0,40.0,40.0,40.0,37.0,37.0,28.0,13.814489,5.73161,1.772807,0.053013,0.0,0.0,0.0,0.0,0.547083,0.126295,0.0
1,1.0,1.0,49.0,48.0,45.0,40.0,37.0,26.0,26.347993,13.666809,2.556415,0.192468,0.0,0.0,0.0,0.0,0.557765,0.113308,0.0
-1,1.0,1.0,15.0,15.0,15.0,13.0,11.0,6.0,143.227303,54.821803,36.643643,9.478575,0.421132,0.030081,0.005186,0.0,0.526085,0.113062,1.0
-1,1.0,1.0,26.0,26.0,24.0,23.0,22.0,14.0,60.562971,29.497962,16.513591,1.303629,0.18843,0.024996,0.003846,0.003846,0.544926,0.08364,1.0
-1,1.0,1.0,34.0,34.0,34.0,31.0,26.0,19.0,51.733169,20.030529,6.301271,0.873245,0.064914,0.0,0.0,0.0,0.483298,0.125191,0.0
1,1.0,1.0,49.0,43.0,38.0,33.0,27.0,16.0,129.531941,21.298894,6.699162,0.426639,0.097104,0.033057,0.015495,0.011363,0.57331,0.097104,1.0
1,1.0,1.0,78.0,77.0,75.0,71.0,56.0,36.0,9.980567,2.147835,0.821048,0.497936,0.188872,0.159215,0.109265,0.071803,0.575965,0.109265,0.0
-1,1.0,1.0,24.0,24.0,24.0,23.0,23.0,14.0,11.834025,2.089918,0.198222,0.0,0.0,0.0,0.0,0.0,0.563762,0.118621,0.0
1,1.0,1.0,19.0,18.0,18.0,15.0,13.0,10.0,74.204722,43.47836,8.782808,0.271217,0.003847,0.003847,0.003847,0.003847,0.545294,0.090406,0.0
-1,1.0,1.0,48.0,48.0,47.0,45.0,41.0,32.0,78.633267,46.101733,7.142129,0.692325,0.001552,0.0,0.0,0.0,0.503014,0.113318,0.0
1,1.0,0.0,21.0,21.0,19.0,17.0,11.0,9.0,186.916906,71.343434,43.848368,5.622976,0.253029,0.030831,0.0,0.0,0.574701,0.096746,1.0
-1,1.0,1.0,27.0,26.0,26.0,25.0,23.0,16.0,17.562482,10.563063,0.414059,0.124827,0.0,0.0,0.0,0.0,0.5286,0.106559,0.0
-1,1.0,1.0,32.0,32.0,31.0,30.0,27.0,21.0,56.446038,29.652373,6.13376,0.534603,0.093824,0.003909,0.003909,0.003909,0.497352,0.11728,1.0
-1,1.0,1.0,58.0,58.0,56.0,49.0,46.0,32.0,28.2992,8.913377,0.945311,0.069395,0.0,0.0,0.0,0.0,0.493961,0.144958,0.0
1,1.0,1.0,28.0,24.0,23.0,20.0,17.0,12.0,36.00019,2.599053,0.738518,0.023397,0.004069,0.001017,0.001017,0.001017,0.482327,0.090535,0.0
1,1.0,1.0,56.0,54.0,54.0,51.0,48.0,36.0,8.804178,1.918597,0.168133,0.0,0.0,0.0,0.0,0.0,0.529728,0.100565,0.0
-1,1.0,1.0,13.0,13.0,13.0,13.0,12.0,9.0,84.236507,28.014379,9.850201,0.773484,0.015626,0.001953,0.0,0.0,0.515235,0.109382,1.0
1,1.0,1.0,44.0,44.0,42.0,32.0,23.0,17.0,172.452792,35.357483,17.933027,5.71094,1.640322,0.574062,0.180098,0.113584,0.52891,0.121771,1.0
